cyclone_id,t_zero,t_minus_24h,t_plus_24h,origin_lat,origin_lon,origin_wind,target_6h_lat,target_6h_lon,target_6h_wind,target_12h_lat,target_12h_lon,target_12h_wind,target_24h_lat,target_24h_lon,target_24h_wind,quality_status,quality_detail
2015157N13069,2015-06-09 00:00:00,2015-06-08 00:00:00,2015-06-10 00:00:00,20.1,65.1,64.8,20.5,64.4,64.8,21.0,63.3,74.1,21.2,62.0,83.3,CLEAN,CLEAN
2015157N13069,2015-06-09 03:00:00,2015-06-08 03:00:00,2015-06-10 03:00:00,20.2,64.8,64.8,20.6,63.8,74.1,21.1,62.8,74.1,21.1,61.8,83.3,CLEAN,CLEAN
2015157N13069,2015-06-09 06:00:00,2015-06-08 06:00:00,2015-06-10 06:00:00,20.5,64.4,64.8,21.0,63.3,74.1,21.1,62.6,83.3,21.1,61.6,83.3,CLEAN,CLEAN
2015157N13069,2015-06-09 09:00:00,2015-06-08 09:00:00,2015-06-10 09:00:00,20.6,63.8,74.1,21.1,62.8,74.1,21.2,62.3,83.3,21.0,61.3,83.3,CLEAN,CLEAN
2015157N13069,2015-06-09 12:00:00,2015-06-08 12:00:00,2015-06-10 12:00:00,21.0,63.3,74.1,21.1,62.6,83.3,21.2,62.0,83.3,21.0,61.3,83.3,CLEAN,CLEAN
2015157N13069,2015-06-09 15:00:00,2015-06-08 15:00:00,2015-06-10 15:00:00,21.1,62.8,74.1,21.2,62.3,83.3,21.1,61.8,83.3,20.8,61.1,83.3,CLEAN,CLEAN
2015157N13069,2015-06-09 18:00:00,2015-06-08 18:00:00,2015-06-10 18:00:00,21.1,62.6,83.3,21.2,62.0,83.3,21.1,61.6,83.3,20.8,61.1,83.3,CLEAN,CLEAN
2015157N13069,2015-06-09 21:00:00,2015-06-08 21:00:00,2015-06-10 21:00:00,21.2,62.3,83.3,21.1,61.8,83.3,21.0,61.3,83.3,20.8,61.2,83.3,CLEAN,CLEAN
2015157N13069,2015-06-10 00:00:00,2015-06-09 00:00:00,2015-06-11 00:00:00,21.2,62.0,83.3,21.1,61.6,83.3,21.0,61.3,83.3,20.8,60.9,74.1,CLEAN,CLEAN
2015157N13069,2015-06-10 03:00:00,2015-06-09 03:00:00,2015-06-11 03:00:00,21.1,61.8,83.3,21.0,61.3,83.3,20.8,61.1,83.3,20.8,60.8,74.1,CLEAN,CLEAN
2015157N13069,2015-06-10 06:00:00,2015-06-09 06:00:00,2015-06-11 06:00:00,21.1,61.6,83.3,21.0,61.3,83.3,20.8,61.1,83.3,20.8,60.6,64.8,CLEAN,CLEAN
2015157N13069,2015-06-10 09:00:00,2015-06-09 09:00:00,2015-06-11 09:00:00,21.0,61.3,83.3,20.8,61.1,83.3,20.8,61.2,83.3,20.8,60.4,64.8,CLEAN,CLEAN
2015157N13069,2015-06-10 12:00:00,2015-06-09 12:00:00,2015-06-11 12:00:00,21.0,61.3,83.3,20.8,61.1,83.3,20.8,60.9,74.1,20.8,60.2,64.8,CLEAN,CLEAN
2015157N13069,2015-06-10 15:00:00,2015-06-09 15:00:00,2015-06-11 15:00:00,20.8,61.1,83.3,20.8,61.2,83.3,20.8,60.8,74.1,20.8,59.9,64.8,CLEAN,CLEAN
2015157N13069,2015-06-10 18:00:00,2015-06-09 18:00:00,2015-06-11 18:00:00,20.8,61.1,83.3,20.8,60.9,74.1,20.8,60.6,64.8,20.8,59.9,55.6,CLEAN,CLEAN
2015157N13069,2015-06-10 21:00:00,2015-06-09 21:00:00,2015-06-11 21:00:00,20.8,61.2,83.3,20.8,60.8,74.1,20.8,60.4,64.8,20.8,59.8,51.9,CLEAN,CLEAN
2015157N13069,2015-06-11 00:00:00,2015-06-10 00:00:00,2015-06-12 00:00:00,20.8,60.9,74.1,20.8,60.6,64.8,20.8,60.2,64.8,20.8,59.8,46.3,CLEAN,CLEAN
2015157N13069,2015-06-11 03:00:00,2015-06-10 03:00:00,2015-06-12 03:00:00,20.8,60.8,74.1,20.8,60.4,64.8,20.8,59.9,64.8,20.8,59.7,46.3,CLEAN,CLEAN
2015157N13069,2015-06-11 06:00:00,2015-06-10 06:00:00,2015-06-12 06:00:00,20.8,60.6,64.8,20.8,60.2,64.8,20.8,59.9,55.6,20.8,59.7,46.3,CLEAN,CLEAN
2015207N22091,2015-07-29 06:00:00,2015-07-28 06:00:00,2015-07-30 06:00:00,21.1,91.2,55.6,21.3,91.3,55.6,21.5,91.4,64.8,22.1,91.5,74.1,CLEAN,CLEAN
2015207N22091,2015-07-29 09:00:00,2015-07-28 09:00:00,2015-07-30 09:00:00,21.2,91.2,55.6,21.4,91.3,61.1,21.5,91.4,64.8,22.1,91.5,74.1,CLEAN,CLEAN
2015207N22091,2015-07-29 12:00:00,2015-07-28 12:00:00,2015-07-30 12:00:00,21.3,91.3,55.6,21.5,91.4,64.8,21.7,91.5,64.8,22.3,91.5,64.8,CLEAN,CLEAN
2015207N22091,2015-07-29 15:00:00,2015-07-28 15:00:00,2015-07-30 15:00:00,21.4,91.3,61.1,21.5,91.4,64.8,21.9,91.5,64.8,22.5,91.4,64.8,CLEAN,CLEAN
2015207N22091,2015-07-29 18:00:00,2015-07-28 18:00:00,2015-07-30 18:00:00,21.5,91.4,64.8,21.7,91.5,64.8,22.1,91.5,74.1,22.7,91.2,64.8,CLEAN,CLEAN
2015207N22091,2015-07-29 21:00:00,2015-07-28 21:00:00,2015-07-30 21:00:00,21.5,91.4,64.8,21.9,91.5,64.8,22.1,91.5,74.1,22.9,91.1,55.6,CLEAN,CLEAN
2015207N22091,2015-07-30 00:00:00,2015-07-29 00:00:00,2015-07-31 00:00:00,21.7,91.5,64.8,22.1,91.5,74.1,22.3,91.5,64.8,23.1,90.2,55.6,CLEAN,CLEAN
2015207N22091,2015-07-30 03:00:00,2015-07-29 03:00:00,2015-07-31 03:00:00,21.9,91.5,64.8,22.1,91.5,74.1,22.5,91.4,64.8,23.1,90.0,55.6,CLEAN,CLEAN
2015207N22091,2015-07-30 06:00:00,2015-07-29 06:00:00,2015-07-31 06:00:00,22.1,91.5,74.1,22.3,91.5,64.8,22.7,91.2,64.8,23.1,89.8,55.6,CLEAN,CLEAN
2015207N22091,2015-07-30 09:00:00,2015-07-29 09:00:00,2015-07-31 09:00:00,22.1,91.5,74.1,22.5,91.4,64.8,22.9,91.1,55.6,23.1,89.6,51.9,CLEAN,CLEAN
2015207N22091,2015-07-30 12:00:00,2015-07-29 12:00:00,2015-07-31 12:00:00,22.3,91.5,64.8,22.7,91.2,64.8,23.1,90.2,55.6,23.1,89.5,46.3,CLEAN,CLEAN
2015207N22091,2015-07-30 15:00:00,2015-07-29 15:00:00,2015-07-31 15:00:00,22.5,91.4,64.8,22.9,91.1,55.6,23.1,90.0,55.6,23.1,89.4,46.3,CLEAN,CLEAN
2015280N13071,2015-10-10 00:00:00,2015-10-09 00:00:00,2015-10-11 00:00:00,15.0,69.6,55.6,15.1,69.4,55.6,15.3,69.4,55.6,15.6,69.3,55.6,CLEAN,CLEAN
2015280N13071,2015-10-10 03:00:00,2015-10-09 03:00:00,2015-10-11 03:00:00,15.1,69.5,55.6,15.2,69.4,55.6,15.3,69.4,55.6,15.7,69.3,46.3,CLEAN,CLEAN
2015280N13071,2015-10-10 06:00:00,2015-10-09 06:00:00,2015-10-11 06:00:00,15.1,69.4,55.6,15.3,69.4,55.6,15.4,69.4,55.6,15.7,69.2,46.3,CLEAN,CLEAN
2015280N13071,2015-10-10 09:00:00,2015-10-09 09:00:00,2015-10-11 09:00:00,15.2,69.4,55.6,15.3,69.4,55.6,15.5,69.4,55.6,15.8,69.2,46.3,CLEAN,CLEAN
2015280N13071,2015-10-10 12:00:00,2015-10-09 12:00:00,2015-10-11 12:00:00,15.3,69.4,55.6,15.4,69.4,55.6,15.6,69.3,55.6,15.9,69.2,46.3,CLEAN,CLEAN
2015280N13071,2015-10-10 15:00:00,2015-10-09 15:00:00,2015-10-11 15:00:00,15.3,69.4,55.6,15.5,69.4,55.6,15.7,69.3,46.3,16.0,69.2,46.3,CLEAN,CLEAN
2015280N13071,2015-10-10 18:00:00,2015-10-09 18:00:00,2015-10-11 18:00:00,15.4,69.4,55.6,15.6,69.3,55.6,15.7,69.2,46.3,16.0,69.2,46.3,CLEAN,CLEAN
2015280N13071,2015-10-10 21:00:00,2015-10-09 21:00:00,2015-10-11 21:00:00,15.5,69.4,55.6,15.7,69.3,46.3,15.8,69.2,46.3,16.0,69.1,42.6,CLEAN,CLEAN
2015280N13071,2015-10-11 00:00:00,2015-10-10 00:00:00,2015-10-12 00:00:00,15.6,69.3,55.6,15.7,69.2,46.3,15.9,69.2,46.3,16.1,69.0,37.0,CLEAN,CLEAN
2015301N11065,2015-10-29 03:00:00,2015-10-28 03:00:00,2015-10-30 03:00:00,13.7,64.1,74.1,14.0,63.5,92.6,14.3,62.8,111.1,14.2,61.5,194.5,CLEAN,CLEAN
2015301N11065,2015-10-29 06:00:00,2015-10-28 06:00:00,2015-10-30 06:00:00,13.9,63.8,83.3,14.2,63.2,101.9,14.3,62.5,120.4,14.2,61.1,203.7,CLEAN,CLEAN
2015301N11065,2015-10-29 09:00:00,2015-10-28 09:00:00,2015-10-30 09:00:00,14.0,63.5,92.6,14.3,62.8,111.1,14.3,62.2,138.9,14.1,60.8,213.0,CLEAN,CLEAN
2015301N11065,2015-10-29 12:00:00,2015-10-28 12:00:00,2015-10-30 12:00:00,14.2,63.2,101.9,14.3,62.5,120.4,14.3,61.8,166.7,14.1,60.6,213.0,CLEAN,CLEAN
2015301N11065,2015-10-29 15:00:00,2015-10-28 15:00:00,2015-10-30 15:00:00,14.3,62.8,111.1,14.3,62.2,138.9,14.2,61.5,194.5,14.0,60.4,213.0,CLEAN,CLEAN
2015301N11065,2015-10-29 18:00:00,2015-10-28 18:00:00,2015-10-30 18:00:00,14.3,62.5,120.4,14.3,61.8,166.7,14.2,61.1,203.7,13.9,60.2,213.0,CLEAN,CLEAN
2015301N11065,2015-10-29 21:00:00,2015-10-28 21:00:00,2015-10-30 21:00:00,14.3,62.2,138.9,14.2,61.5,194.5,14.1,60.8,213.0,13.9,59.9,213.0,CLEAN,CLEAN
2015301N11065,2015-10-30 00:00:00,2015-10-29 00:00:00,2015-10-31 00:00:00,14.3,61.8,166.7,14.2,61.1,203.7,14.1,60.6,213.0,13.8,59.6,203.7,CLEAN,CLEAN
2015301N11065,2015-10-30 03:00:00,2015-10-29 03:00:00,2015-10-31 03:00:00,14.2,61.5,194.5,14.1,60.8,213.0,14.0,60.4,213.0,13.8,59.2,203.7,CLEAN,CLEAN
2015301N11065,2015-10-30 06:00:00,2015-10-29 06:00:00,2015-10-31 06:00:00,14.2,61.1,203.7,14.1,60.6,213.0,13.9,60.2,213.0,13.8,58.7,194.5,CLEAN,CLEAN
2015301N11065,2015-10-30 09:00:00,2015-10-29 09:00:00,2015-10-31 09:00:00,14.1,60.8,213.0,14.0,60.4,213.0,13.9,59.9,213.0,13.8,58.3,194.5,CLEAN,CLEAN
2015301N11065,2015-10-30 12:00:00,2015-10-29 12:00:00,2015-10-31 12:00:00,14.1,60.6,213.0,13.9,60.2,213.0,13.8,59.6,203.7,13.8,57.9,194.5,CLEAN,CLEAN
2015301N11065,2015-10-30 15:00:00,2015-10-29 15:00:00,2015-10-31 15:00:00,14.0,60.4,213.0,13.9,59.9,213.0,13.8,59.2,203.7,13.8,57.5,194.5,CLEAN,CLEAN
2015301N11065,2015-10-30 18:00:00,2015-10-29 18:00:00,2015-10-31 18:00:00,13.9,60.2,213.0,13.8,59.6,203.7,13.8,58.7,194.5,13.8,57.2,194.5,CLEAN,CLEAN
2015301N11065,2015-10-30 21:00:00,2015-10-29 21:00:00,2015-10-31 21:00:00,13.9,59.9,213.0,13.8,59.2,203.7,13.8,58.3,194.5,13.7,56.8,194.5,CLEAN,CLEAN
2015301N11065,2015-10-31 00:00:00,2015-10-30 00:00:00,2015-11-01 00:00:00,13.8,59.6,203.7,13.8,58.7,194.5,13.8,57.9,194.5,13.7,56.4,194.5,CLEAN,CLEAN
2015301N11065,2015-10-31 03:00:00,2015-10-30 03:00:00,2015-11-01 03:00:00,13.8,59.2,203.7,13.8,58.3,194.5,13.8,57.5,194.5,13.6,56.1,194.5,CLEAN,CLEAN
2015301N11065,2015-10-31 06:00:00,2015-10-30 06:00:00,2015-11-01 06:00:00,13.8,58.7,194.5,13.8,57.9,194.5,13.8,57.2,194.5,13.6,55.7,185.2,CLEAN,CLEAN
2015301N11065,2015-10-31 09:00:00,2015-10-30 09:00:00,2015-11-01 09:00:00,13.8,58.3,194.5,13.8,57.5,194.5,13.7,56.8,194.5,13.5,55.2,185.2,CLEAN,CLEAN
2015301N11065,2015-10-31 12:00:00,2015-10-30 12:00:00,2015-11-01 12:00:00,13.8,57.9,194.5,13.8,57.2,194.5,13.7,56.4,194.5,13.6,54.7,185.2,CLEAN,CLEAN
2015301N11065,2015-10-31 15:00:00,2015-10-30 15:00:00,2015-11-01 15:00:00,13.8,57.5,194.5,13.7,56.8,194.5,13.6,56.1,194.5,13.5,54.2,185.2,CLEAN,CLEAN
2015301N11065,2015-10-31 18:00:00,2015-10-30 18:00:00,2015-11-01 18:00:00,13.8,57.2,194.5,13.7,56.4,194.5,13.6,55.7,185.2,13.4,53.7,185.2,CLEAN,CLEAN
2015301N11065,2015-10-31 21:00:00,2015-10-30 21:00:00,2015-11-01 21:00:00,13.7,56.8,194.5,13.6,56.1,194.5,13.5,55.2,185.2,13.3,53.1,185.2,CLEAN,CLEAN
2015301N11065,2015-11-01 00:00:00,2015-10-31 00:00:00,2015-11-02 00:00:00,13.7,56.4,194.5,13.6,55.7,185.2,13.6,54.7,185.2,13.2,52.6,185.2,CLEAN,CLEAN
2015301N11065,2015-11-01 03:00:00,2015-10-31 03:00:00,2015-11-02 03:00:00,13.6,56.1,194.5,13.5,55.2,185.2,13.5,54.2,185.2,13.2,52.2,175.9,CLEAN,CLEAN
2015301N11065,2015-11-01 06:00:00,2015-10-31 06:00:00,2015-11-02 06:00:00,13.6,55.7,185.2,13.6,54.7,185.2,13.4,53.7,185.2,13.3,51.6,166.7,CLEAN,CLEAN
2015301N11065,2015-11-01 09:00:00,2015-10-31 09:00:00,2015-11-02 09:00:00,13.5,55.2,185.2,13.5,54.2,185.2,13.3,53.1,185.2,13.3,51.0,166.7,CLEAN,CLEAN
2015301N11065,2015-11-01 12:00:00,2015-10-31 12:00:00,2015-11-02 12:00:00,13.6,54.7,185.2,13.4,53.7,185.2,13.2,52.6,185.2,13.4,50.6,157.4,CLEAN,CLEAN
2015301N11065,2015-11-01 15:00:00,2015-10-31 15:00:00,2015-11-02 15:00:00,13.5,54.2,185.2,13.3,53.1,185.2,13.2,52.2,175.9,13.5,50.0,157.4,CLEAN,CLEAN
2015301N11065,2015-11-01 18:00:00,2015-10-31 18:00:00,2015-11-02 18:00:00,13.4,53.7,185.2,13.2,52.6,185.2,13.3,51.6,166.7,13.7,49.6,148.2,CLEAN,CLEAN
2015301N11065,2015-11-01 21:00:00,2015-10-31 21:00:00,2015-11-02 21:00:00,13.3,53.1,185.2,13.2,52.2,175.9,13.3,51.0,166.7,13.8,49.3,138.9,CLEAN,CLEAN
2015301N11065,2015-11-02 00:00:00,2015-11-01 00:00:00,2015-11-03 00:00:00,13.2,52.6,185.2,13.3,51.6,166.7,13.4,50.6,157.4,14.0,48.9,120.4,CLEAN,CLEAN
2015301N11065,2015-11-02 03:00:00,2015-11-01 03:00:00,2015-11-03 03:00:00,13.2,52.2,175.9,13.3,51.0,166.7,13.5,50.0,157.4,14.1,48.4,101.9,CLEAN,CLEAN
2015301N11065,2015-11-02 06:00:00,2015-11-01 06:00:00,2015-11-03 06:00:00,13.3,51.6,166.7,13.4,50.6,157.4,13.7,49.6,148.2,14.1,47.9,83.3,CLEAN,CLEAN
2015301N11065,2015-11-02 09:00:00,2015-11-01 09:00:00,2015-11-03 09:00:00,13.3,51.0,166.7,13.5,50.0,157.4,13.8,49.3,138.9,14.1,47.6,74.1,CLEAN,CLEAN
2015301N11065,2015-11-02 12:00:00,2015-11-01 12:00:00,2015-11-03 12:00:00,13.4,50.6,157.4,13.7,49.6,148.2,14.0,48.9,120.4,14.1,47.4,74.1,CLEAN,CLEAN
2015301N11065,2015-11-02 15:00:00,2015-11-01 15:00:00,2015-11-03 15:00:00,13.5,50.0,157.4,13.8,49.3,138.9,14.1,48.4,101.9,14.2,47.2,74.1,CLEAN,CLEAN
2015301N11065,2015-11-02 18:00:00,2015-11-01 18:00:00,2015-11-03 18:00:00,13.7,49.6,148.2,14.0,48.9,120.4,14.1,47.9,83.3,14.3,47.1,55.6,CLEAN,CLEAN
2015301N11065,2015-11-02 21:00:00,2015-11-01 21:00:00,2015-11-03 21:00:00,13.8,49.3,138.9,14.1,48.4,101.9,14.1,47.6,74.1,14.5,46.8,51.9,CLEAN,CLEAN
2015301N11065,2015-11-03 00:00:00,2015-11-02 00:00:00,2015-11-04 00:00:00,14.0,48.9,120.4,14.1,47.9,83.3,14.1,47.4,74.1,14.8,46.5,46.3,CLEAN,CLEAN
2015309N14067,2015-11-06 00:00:00,2015-11-05 00:00:00,2015-11-07 00:00:00,13.6,62.5,83.3,13.3,61.9,83.3,13.1,61.2,83.3,12.8,60.1,83.3,CLEAN,CLEAN
2015309N14067,2015-11-06 03:00:00,2015-11-05 03:00:00,2015-11-07 03:00:00,13.4,62.2,83.3,13.1,61.6,83.3,12.9,60.9,83.3,12.8,59.6,83.3,CLEAN,CLEAN
2015309N14067,2015-11-06 06:00:00,2015-11-05 06:00:00,2015-11-07 06:00:00,13.3,61.9,83.3,13.1,61.2,83.3,12.9,60.7,83.3,12.7,59.3,92.6,CLEAN,CLEAN
2015309N14067,2015-11-06 09:00:00,2015-11-05 09:00:00,2015-11-07 09:00:00,13.1,61.6,83.3,12.9,60.9,83.3,12.8,60.4,83.3,12.7,58.8,101.9,CLEAN,CLEAN
2015309N14067,2015-11-06 12:00:00,2015-11-05 12:00:00,2015-11-07 12:00:00,13.1,61.2,83.3,12.9,60.7,83.3,12.8,60.1,83.3,12.8,58.4,111.1,CLEAN,CLEAN
2015309N14067,2015-11-06 15:00:00,2015-11-05 15:00:00,2015-11-07 15:00:00,12.9,60.9,83.3,12.8,60.4,83.3,12.8,59.6,83.3,12.7,57.9,120.4,CLEAN,CLEAN
2015309N14067,2015-11-06 18:00:00,2015-11-05 18:00:00,2015-11-07 18:00:00,12.9,60.7,83.3,12.8,60.1,83.3,12.7,59.3,92.6,12.8,57.3,129.6,CLEAN,CLEAN
2015309N14067,2015-11-06 21:00:00,2015-11-05 21:00:00,2015-11-07 21:00:00,12.8,60.4,83.3,12.8,59.6,83.3,12.7,58.8,101.9,12.7,56.7,148.2,CLEAN,CLEAN
2015309N14067,2015-11-07 00:00:00,2015-11-06 00:00:00,2015-11-08 00:00:00,12.8,60.1,83.3,12.7,59.3,92.6,12.8,58.4,111.1,12.7,56.1,157.4,CLEAN,CLEAN
2015309N14067,2015-11-07 03:00:00,2015-11-06 03:00:00,2015-11-08 03:00:00,12.8,59.6,83.3,12.7,58.8,101.9,12.7,57.9,120.4,12.7,55.5,166.7,CLEAN,CLEAN
2015309N14067,2015-11-07 06:00:00,2015-11-06 06:00:00,2015-11-08 06:00:00,12.7,59.3,92.6,12.8,58.4,111.1,12.8,57.3,129.6,12.7,54.9,175.9,CLEAN,CLEAN
2015309N14067,2015-11-07 09:00:00,2015-11-06 09:00:00,2015-11-08 09:00:00,12.7,58.8,101.9,12.7,57.9,120.4,12.7,56.7,148.2,12.7,54.2,175.9,CLEAN,CLEAN
2015309N14067,2015-11-07 12:00:00,2015-11-06 12:00:00,2015-11-08 12:00:00,12.8,58.4,111.1,12.8,57.3,129.6,12.7,56.1,157.4,12.7,53.5,166.7,CLEAN,CLEAN
2015309N14067,2015-11-07 15:00:00,2015-11-06 15:00:00,2015-11-08 15:00:00,12.7,57.9,120.4,12.7,56.7,148.2,12.7,55.5,166.7,12.6,52.8,166.7,CLEAN,CLEAN
2015309N14067,2015-11-07 18:00:00,2015-11-06 18:00:00,2015-11-08 18:00:00,12.8,57.3,129.6,12.7,56.1,157.4,12.7,54.9,175.9,12.5,52.3,166.7,CLEAN,CLEAN
2015309N14067,2015-11-07 21:00:00,2015-11-06 21:00:00,2015-11-08 21:00:00,12.7,56.7,148.2,12.7,55.5,166.7,12.7,54.2,175.9,12.4,51.6,166.7,CLEAN,CLEAN
2015309N14067,2015-11-08 00:00:00,2015-11-07 00:00:00,2015-11-09 00:00:00,12.7,56.1,157.4,12.7,54.9,175.9,12.7,53.5,166.7,12.3,50.9,157.4,CLEAN,CLEAN
2015309N14067,2015-11-08 03:00:00,2015-11-07 03:00:00,2015-11-09 03:00:00,12.7,55.5,166.7,12.7,54.2,175.9,12.6,52.8,166.7,12.2,50.2,148.2,CLEAN,CLEAN
2015309N14067,2015-11-08 06:00:00,2015-11-07 06:00:00,2015-11-09 06:00:00,12.7,54.9,175.9,12.7,53.5,166.7,12.5,52.3,166.7,12.3,49.6,148.2,CLEAN,CLEAN
2015309N14067,2015-11-08 09:00:00,2015-11-07 09:00:00,2015-11-09 09:00:00,12.7,54.2,175.9,12.6,52.8,166.7,12.4,51.6,166.7,12.3,48.9,138.9,CLEAN,CLEAN
2015309N14067,2015-11-08 12:00:00,2015-11-07 12:00:00,2015-11-09 12:00:00,12.7,53.5,166.7,12.5,52.3,166.7,12.3,50.9,157.4,12.5,48.3,129.6,CLEAN,CLEAN
2015309N14067,2015-11-08 15:00:00,2015-11-07 15:00:00,2015-11-09 15:00:00,12.6,52.8,166.7,12.4,51.6,166.7,12.2,50.2,148.2,12.5,48.0,120.4,CLEAN,CLEAN
2015309N14067,2015-11-08 18:00:00,2015-11-07 18:00:00,2015-11-09 18:00:00,12.5,52.3,166.7,12.3,50.9,157.4,12.3,49.6,148.2,12.6,47.6,120.4,CLEAN,CLEAN
2015309N14067,2015-11-08 21:00:00,2015-11-07 21:00:00,2015-11-09 21:00:00,12.4,51.6,166.7,12.2,50.2,148.2,12.3,48.9,138.9,12.7,47.3,111.1,CLEAN,CLEAN
2015309N14067,2015-11-09 00:00:00,2015-11-08 00:00:00,2015-11-10 00:00:00,12.3,50.9,157.4,12.3,49.6,148.2,12.5,48.3,129.6,12.9,47.0,92.6,CLEAN,CLEAN
2015309N14067,2015-11-09 03:00:00,2015-11-08 03:00:00,2015-11-10 03:00:00,12.2,50.2,148.2,12.3,48.9,138.9,12.5,48.0,120.4,13.0,46.8,74.1,CLEAN,CLEAN
2015309N14067,2015-11-09 06:00:00,2015-11-08 06:00:00,2015-11-10 06:00:00,12.3,49.6,148.2,12.5,48.3,129.6,12.6,47.6,120.4,13.3,46.6,55.6,CLEAN,CLEAN
2015309N14067,2015-11-09 09:00:00,2015-11-08 09:00:00,2015-11-10 09:00:00,12.3,48.9,138.9,12.5,48.0,120.4,12.7,47.3,111.1,13.5,46.6,51.9,CLEAN,CLEAN
2015309N14067,2015-11-09 12:00:00,2015-11-08 12:00:00,2015-11-10 12:00:00,12.5,48.3,129.6,12.6,47.6,120.4,12.9,47.0,92.6,13.7,46.6,46.3,CLEAN,CLEAN
2015312N11084,2015-11-09 03:00:00,2015-11-08 03:00:00,2015-11-10 03:00:00,11.6,80.3,55.6,11.9,80.0,55.6,12.3,80.0,55.6,12.4,79.3,37.0,CLEAN,CLEAN
2016138N10081,2016-05-18 03:00:00,2016-05-17 03:00:00,2016-05-19 03:00:00,13.4,81.3,55.6,14.2,81.3,55.6,14.5,81.3,55.6,15.4,81.8,64.8,CLEAN,CLEAN
2016138N10081,2016-05-18 06:00:00,2016-05-17 06:00:00,2016-05-19 06:00:00,13.9,81.3,55.6,14.4,81.3,55.6,14.7,81.3,55.6,15.4,82.0,74.1,CLEAN,CLEAN
2016138N10081,2016-05-18 09:00:00,2016-05-17 09:00:00,2016-05-19 09:00:00,14.2,81.3,55.6,14.5,81.3,55.6,14.9,81.4,61.1,15.5,82.2,74.1,CLEAN,CLEAN
2016138N10081,2016-05-18 12:00:00,2016-05-17 12:00:00,2016-05-19 12:00:00,14.4,81.3,55.6,14.7,81.3,55.6,15.1,81.6,64.8,15.8,82.5,74.1,CLEAN,CLEAN
2016138N10081,2016-05-18 15:00:00,2016-05-17 15:00:00,2016-05-19 15:00:00,14.5,81.3,55.6,14.9,81.4,61.1,15.4,81.8,64.8,16.1,82.8,74.1,CLEAN,CLEAN
2016138N10081,2016-05-18 18:00:00,2016-05-17 18:00:00,2016-05-19 18:00:00,14.7,81.3,55.6,15.1,81.6,64.8,15.4,82.0,74.1,16.5,83.1,74.1,CLEAN,CLEAN
2016138N10081,2016-05-18 21:00:00,2016-05-17 21:00:00,2016-05-19 21:00:00,14.9,81.4,61.1,15.4,81.8,64.8,15.5,82.2,74.1,16.9,83.5,74.1,CLEAN,CLEAN
2016138N10081,2016-05-19 00:00:00,2016-05-18 00:00:00,2016-05-20 00:00:00,15.1,81.6,64.8,15.4,82.0,74.1,15.8,82.5,74.1,17.4,84.0,74.1,CLEAN,CLEAN
2016138N10081,2016-05-19 03:00:00,2016-05-18 03:00:00,2016-05-20 03:00:00,15.4,81.8,64.8,15.5,82.2,74.1,16.1,82.8,74.1,18.1,84.7,74.1,CLEAN,CLEAN
2016138N10081,2016-05-19 06:00:00,2016-05-18 06:00:00,2016-05-20 06:00:00,15.4,82.0,74.1,15.8,82.5,74.1,16.5,83.1,74.1,18.6,85.1,74.1,CLEAN,CLEAN
2016138N10081,2016-05-19 09:00:00,2016-05-18 09:00:00,2016-05-20 09:00:00,15.5,82.2,74.1,16.1,82.8,74.1,16.9,83.5,74.1,18.9,85.6,74.1,CLEAN,CLEAN
2016138N10081,2016-05-19 12:00:00,2016-05-18 12:00:00,2016-05-20 12:00:00,15.8,82.5,74.1,16.5,83.1,74.1,17.4,84.0,74.1,19.4,86.7,74.1,CLEAN,CLEAN
2016138N10081,2016-05-19 15:00:00,2016-05-18 15:00:00,2016-05-20 15:00:00,16.1,82.8,74.1,16.9,83.5,74.1,18.1,84.7,74.1,19.8,87.3,74.1,CLEAN,CLEAN
2016138N10081,2016-05-19 18:00:00,2016-05-18 18:00:00,2016-05-20 18:00:00,16.5,83.1,74.1,17.4,84.0,74.1,18.6,85.1,74.1,20.2,88.0,83.3,CLEAN,CLEAN
2016138N10081,2016-05-19 21:00:00,2016-05-18 21:00:00,2016-05-20 21:00:00,16.9,83.5,74.1,18.1,84.7,74.1,18.9,85.6,74.1,20.5,88.7,83.3,CLEAN,CLEAN
2016138N10081,2016-05-20 00:00:00,2016-05-19 00:00:00,2016-05-21 00:00:00,17.4,84.0,74.1,18.6,85.1,74.1,19.4,86.7,74.1,20.9,89.4,83.3,CLEAN,CLEAN
2016138N10081,2016-05-20 03:00:00,2016-05-19 03:00:00,2016-05-21 03:00:00,18.1,84.7,74.1,18.9,85.6,74.1,19.8,87.3,74.1,21.4,90.4,83.3,CLEAN,CLEAN
2016138N10081,2016-05-20 06:00:00,2016-05-19 06:00:00,2016-05-21 06:00:00,18.6,85.1,74.1,19.4,86.7,74.1,20.2,88.0,83.3,21.9,91.0,83.3,CLEAN,CLEAN
2016138N10081,2016-05-20 09:00:00,2016-05-19 09:00:00,2016-05-21 09:00:00,18.9,85.6,74.1,19.8,87.3,74.1,20.5,88.7,83.3,22.6,91.5,83.3,CLEAN,CLEAN
2016138N10081,2016-05-20 12:00:00,2016-05-19 12:00:00,2016-05-21 12:00:00,19.4,86.7,74.1,20.2,88.0,83.3,20.9,89.4,83.3,23.0,92.0,64.8,CLEAN,CLEAN
